FECHA	HORA	SO2	NO	NO2	NOx	O3
01/11/2023	04	3	2	10	13	21
01/11/2023	05	3	3	9	12	21
01/11/2023	06	3	3	10	14	12
01/11/2023	07	3	4	10	15	20
01/11/2023	08	3	3	4	8	54
01/11/2023	09	3	3	3	7	56
01/11/2023	10	3	3	3	7	60
01/11/2023	11	3	3	4	8	62
01/11/2023	12	3	3	4	8	67
01/11/2023	13	3	3	3	7	77
01/11/2023	14	3	3	3	7	80
01/11/2023	15	3	2	3	7	78
01/11/2023	16	3	2	3	7	78
01/11/2023	17	3	3	4	8	71
01/11/2023	18	3	2	5	8	69
01/11/2023	19	4	3	5	9	63
01/11/2023	20	6	3	3	7	69
01/11/2023	21	6	2	3	7	74
01/11/2023	22	6	2	3	7	77
01/11/2023	23	6	2	3	7	82
02/11/2023	00	6	2	3	7	76
02/11/2023	01	6	2	3	6	80
02/11/2023	02	5	3	3	7	82
02/11/2023	03	5	3	3	7	78
02/11/2023	04	5	2	3	6	79
02/11/2023	05	4	2	3	6	76
02/11/2023	06	3	2	3	7	72
02/11/2023	07	5	2	4	8	65
02/11/2023	08	4	3	6	10	57
02/11/2023	09	6	4	6	13	58
02/11/2023	10	6	3	3	8	65
02/11/2023	11	4	2	3	7	69
02/11/2023	12	3	3	3	7	72
02/11/2023	13	4	3	3	7	74
02/11/2023	14	4	3	3	7	72
02/11/2023	15	4	3	3	8	69
02/11/2023	16	3	3	4	7	73
02/11/2023	17	3	3	4	8	79
02/11/2023	18	3	3	4	8	75
02/11/2023	19	4	3	3	8	80
02/11/2023	20	4	3	4	8	76
02/11/2023	21	4	3	4	8	69
02/11/2023	22	4	3	3	7	71
02/11/2023	23	4	2	3	7	76
03/11/2023	00	4	3	3	7	75
03/11/2023	01	4	2	3	6	74
03/11/2023	02	3	2	3	6	77
03/11/2023	03	3	2	3	6	79
03/11/2023	04	3	2	3	6	76
03/11/2023	05	3	3	3	7	75
03/11/2023	06	3	2	3	7	75
03/11/2023	07	3	3	4	9	68
03/11/2023	08	3	3	5	10	65
03/11/2023	09	3	3	4	8	72
03/11/2023	10	3	3	3	8	74
03/11/2023	11	3	3	3	7	75
03/11/2023	12	3	3	4	8	72
03/11/2023	13	3	3	3	8	72
03/11/2023	14	3	3	3	8	70
03/11/2023	15	3	3	4	8	69
03/11/2023	16	4	3	4	8	66
03/11/2023	17	4	3	6	11	56
03/11/2023	18	4	2	7	11	54
03/11/2023	19	4	2	10	14	44
03/11/2023	20	5	3	8	12	45
03/11/2023	21	5	2	5	8	53
03/11/2023	22	5	2	4	8	55
03/11/2023	23	4	3	4	7	57
04/11/2023	00	4	3	3	7	59
04/11/2023	01	4	3	3	7	63
04/11/2023	02	3	2	3	6	64
04/11/2023	03	3	3	3	7	71
04/11/2023	04	3	2	3	6	75
04/11/2023	05	3	2	3	7	78
04/11/2023	06	3	2	3	6	79
04/11/2023	07	3	2	3	7	76
04/11/2023	08	3	3	3	7	77
04/11/2023	09	4	3	3	7	78
04/11/2023	10	4	3	3	7	77
04/11/2023	11	4	3	3	7	78
04/11/2023	12	3	2	4	7	78
04/11/2023	13	3	3	3	7	82
04/11/2023	14	3	3	3	7	86
04/11/2023	15	3	3	3	7	89
04/11/2023	16	3	2	3	7	87
04/11/2023	17	4	2	3	7	85
04/11/2023	18	6	3	3	7	82
04/11/2023	19	6	2	3	7	82
04/11/2023	20	6	2	3	7	83
04/11/2023	21	6	3	3	7	82
04/11/2023	22	5	3	3	7	83
04/11/2023	23	6	2	3	6	91
05/11/2023	00	6	3	3	7	94
05/11/2023	01	6	3	3	7	93
05/11/2023	02	6	2	3	7	90
05/11/2023	03	6	2	3	6	91
05/11/2023	04	6	3	3	7	90
05/11/2023	05	6	2	3	6	85
05/11/2023	06	6	2	3	6	87
05/11/2023	07	6	2	3	6	83
05/11/2023	08	6	3	3	7	77
05/11/2023	09	6	3	3	7	80
05/11/2023	10	5	3	3	7	80
05/11/2023	11	5	3	3	7	81
05/11/2023	12	5	3	3	7	79
05/11/2023	13	4	3	3	7	77
05/11/2023	14	4	2	3	7	78
05/11/2023	15	3	3	3	7	84
05/11/2023	16	3	3	3	7	84
05/11/2023	17	4	3	3	7	82
05/11/2023	18	5	3	6	11	69
05/11/2023	19	5	2	9	12	58
05/11/2023	20	6	2	9	12	52
05/11/2023	21	6	2	12	16	38
05/11/2023	22	5	3	7	10	53
05/11/2023	23	5	2	4	8	60
06/11/2023	00	5	3	3	7	63
06/11/2023	01	5	3	3	7	64
06/11/2023	02	3	2	4	7	59
06/11/2023	03	3	2	3	7	62
06/11/2023	04	4	3	3	7	63
06/11/2023	05	4	2	3	7	59
06/11/2023	06	3	3	4	8	53
06/11/2023	07	3	3	7	11	50
06/11/2023	08	3	5	15	22	30
06/11/2023	09	3	7	14	24	36
06/11/2023	10	4	4	6	12	57
06/11/2023	11	3	3	4	9	70
06/11/2023	12	3	3	4	8	74
06/11/2023	13	4	3	4	8	73
06/11/2023	14	3	3	4	9	75
06/11/2023	15	3	3	5	8	77
06/11/2023	16	4	3	5	9	76
06/11/2023	17	4	3	6	11	70
06/11/2023	18	6	2	10	13	61
06/11/2023	19	6	2	13	17	48
06/11/2023	20	6	3	11	15	51
06/11/2023	21	6	3	5	9	68
06/11/2023	22	7	3	6	10	63
06/11/2023	23	6	3	5	9	63
07/11/2023	00	6	2	5	8	62
07/11/2023	01	6	3	4	8	62
07/11/2023	02	6	3	3	7	64
07/11/2023	03	5	3	3	7	65
07/11/2023	04	4	3	3	7	62
07/11/2023	05	3	3	4	8	59
07/11/2023	06	4	3	6	10	51
07/11/2023	07	5	4	14	19	27
07/11/2023	08	7	7	17	27	20
07/11/2023	09	7	7	11	21	32
07/11/2023	10	6	4	6	13	49
07/11/2023	11	6	4	6	12	55
07/11/2023	12	5	3	4	9	71
07/11/2023	13	4	2	4	8	75
07/11/2023	14	5	3	4	8	81
07/11/2023	15	4	3	4	8	80
07/11/2023	16	5	3	5	9	80
07/11/2023	17	7	3	9	13	67
07/11/2023	18	8	3	9	13	65
07/11/2023	19	7	3	9	12	65
07/11/2023	20	8	2	8	12	59
07/11/2023	21	7	2	7	11	63
07/11/2023	22	7	2	6	10	63
07/11/2023	23	7	3	5	9	63
08/11/2023	00	7	2	3	8	72
08/11/2023	01	6	3	4	8	69
08/11/2023	02	5	3	4	8	61
08/11/2023	03	6	2	6	10	52
08/11/2023	04	7	2	4	8	58
08/11/2023	05	6	2	5	9	54
08/11/2023	06	7	3	6	10	47
08/11/2023	07	7	5	17	25	18
08/11/2023	08	6	11	21	38	7
08/11/2023	09	6	12	18	36	15
08/11/2023	10	5	4	10	16	35
08/11/2023	11	6	4	9	15	42
08/11/2023	12	7	4	8	15	49
08/11/2023	13	7	3	7	12	56
08/11/2023	14	7	3	5	10	66
08/11/2023	15	7	3	5	9	67
08/11/2023	16	4	3	7	11	63
08/11/2023	17	4	3	13	18	49
08/11/2023	18	4	3	17	22	32
08/11/2023	19	4	3	21	26	22
08/11/2023	20	4	2	14	18	44
08/11/2023	21	3	2	17	20	30
08/11/2023	22	3	3	17	22	29
08/11/2023	23	3	2	8	11	52
09/11/2023	00	4	3	6	10	58
09/11/2023	01	3	2	5	9	58
09/11/2023	02	3	3	4	8	65
09/11/2023	03	3	3	4	7	59
09/11/2023	04	3	3	4	8	52
09/11/2023	05	3	3	5	9	54
09/11/2023	06	3	2	7	10	52
09/11/2023	07	3	3	8	12	56
09/11/2023	08	4	3	10	15	53
09/11/2023	09	4	3	6	11	65
09/11/2023	10	3	3	6	10	69
09/11/2023	11	3	3	4	8	73
09/11/2023	12	3	3	4	8	74
09/11/2023	13	3	3	4	9	76
09/11/2023	14	3	3	4	8	81
09/11/2023	15	3	3	4	8	83
09/11/2023	16	3	3	5	10	76
09/11/2023	17	3	3	11	15	60
09/11/2023	18	5	3	15	20	41
09/11/2023	19	6	3	15	19	34
09/11/2023	20	6	3	19	23	20
09/11/2023	21	5	3	19	23	19
09/11/2023	22	5	3	16	20	27
09/11/2023	23	6	3	6	10	50
10/11/2023	00	5	2	4	8	52
10/11/2023	01	4	2	4	8	47
10/11/2023	02	5	2	4	7	52
10/11/2023	03	5	3	3	7	55
10/11/2023	04	5	2	3	7	59
10/11/2023	05	4	2	3	7	60
10/11/2023	06	4	3	4	8	55
10/11/2023	07	4	3	8	13	45
10/11/2023	08	5	3	9	13	48
10/11/2023	09	5	3	5	9	62
10/11/2023	10	5	3	4	9	68
10/11/2023	11	3	3	4	9	72
10/11/2023	12	3	3	4	8	77
10/11/2023	13	3	3	4	9	80
10/11/2023	14	3	3	5	10	78
10/11/2023	15	3	3	5	9	79
10/11/2023	16	3	3	5	9	78
10/11/2023	17	3	3	7	11	72
10/11/2023	18	4	3	9	13	66
10/11/2023	19	4	2	8	11	67
10/11/2023	20	4	3	9	13	60
10/11/2023	21	4	2	7	11	63
10/11/2023	22	4	2	6	10	63
10/11/2023	23	4	2	6	10	61
11/11/2023	00	4	2	8	11	48
11/11/2023	01	4	2	4	7	60
11/11/2023	02	3	2	4	8	61
11/11/2023	03	3	2	3	7	72
11/11/2023	04	3	3	3	7	72
11/11/2023	05	3	3	3	7	68
11/11/2023	06	3	3	3	7	67
11/11/2023	07	3	3	3	7	64
11/11/2023	08	4	3	4	8	57
11/11/2023	09	3	3	3	7	59
11/11/2023	10	4	3	3	8	56
11/11/2023	11	3	3	3	8	57
11/11/2023	12	3	3	3	8	56
11/11/2023	13	3	3	3	8	55
11/11/2023	14	3	3	3	8	56
11/11/2023	15	3	3	3	8	57
11/11/2023	16	3	3	3	7	56
11/11/2023	17	4	3	4	8	53
11/11/2023	18	5	3	4	8	49
11/11/2023	19	5	3	4	9	44
11/11/2023	20	6	2	4	8	42
11/11/2023	21	6	3	4	8	43
11/11/2023	22	6	3	3	7	47
11/11/2023	23	6	3	3	7	46
12/11/2023	00	6	2	3	7	47
12/11/2023	01	6	2	3	7	53
12/11/2023	02	6	3	3	7	62
12/11/2023	03	6	3	3	7	66
12/11/2023	04	6	3	3	6	65
12/11/2023	05	6	3	3	7	65
12/11/2023	06	6	3	3	7	65
12/11/2023	07	6	3	3	7	63
12/11/2023	08	6	3	3	7	60
12/11/2023	09	5	3	3	7	62
12/11/2023	10	6	3	3	7	60
12/11/2023	11	5	3	3	8	58
12/11/2023	12	4	3	3	8	60
12/11/2023	13	3	3	4	8	63
12/11/2023	14	3	3	4	8	63
12/11/2023	15	4	3	3	7	68
12/11/2023	16	4	3	4	8	66
12/11/2023	17	3	3	6	10	60
12/11/2023	18	3	2	8	11	52
12/11/2023	19	5	3	12	16	40
12/11/2023	20	5	3	10	14	46
12/11/2023	21	5	2	9	13	47
12/11/2023	22	5	3	9	13	47
12/11/2023	23	5	3	8	12	49
13/11/2023	00	5	3	6	10	51
13/11/2023	01	4	3	5	9	50
13/11/2023	02	3	3	4	8	52
13/11/2023	03	3	2	4	8	51
13/11/2023	04	4	3	5	9	43
13/11/2023	05	4	2	7	11	35
13/11/2023	06	4	3	10	14	23
13/11/2023	07	4	8	18	30	4
13/11/2023	08	4	10	18	32	11
13/11/2023	09	3	6	12	21	27
13/11/2023	10	4	5	10	18	36
13/11/2023	11	3	6	11	20	34
13/11/2023	12	3	5	8	15	44
13/11/2023	13	3	3	4	9	54
13/11/2023	14	3	3	4	9	52
13/11/2023	15	3	3	5	9	51
13/11/2023	16	3	3	6	10	47
13/11/2023	17	3	3	10	15	33
13/11/2023	18	3	5	17	24	13
13/11/2023	19	4	5	20	27	6
13/11/2023	20	6	3	21	26	4
13/11/2023	21	6	5	21	30	2
13/11/2023	22	6	10	18	33	2
13/11/2023	23	6	3	10	15	16
14/11/2023	00	6	3	8	12	19
14/11/2023	01	5	3	3	7	35
14/11/2023	02	5	3	3	8	36
14/11/2023	03	5	2	4	8	34
14/11/2023	04	5	3	7	11	24
14/11/2023	05	4	3	5	9	26
14/11/2023	06	3	3	10	15	11
14/11/2023	07	5	14	15	36	2
14/11/2023	08	7	30	18	64	2
14/11/2023	09	4	18	17	45	8
14/11/2023	11	4	8	9	21	25
14/11/2023	12	3	4	6	12	40
14/11/2023	13	3	4	6	12	45
14/11/2023	14	3	4	5	11	48
14/11/2023	15	3	3	5	10	50
14/11/2023	16	4	3	6	10	48
14/11/2023	17	6	3	12	16	34
14/11/2023	18	6	3	21	25	16
14/11/2023	19	8	3	22	26	16
14/11/2023	20	11	19	26	55	10
14/11/2023	21	10	9	18	31	8
14/11/2023	22	10	3	10	14	25
14/11/2023	23	9	3	9	13	27
15/11/2023	00	9	3	7	11	31
15/11/2023	01	9	3	9	13	25
15/11/2023	02	8	3	7	11	28
15/11/2023	03	8	3	6	10	29
15/11/2023	04	8	3	5	9	27
15/11/2023	05	7	3	5	9	27
15/11/2023	06	8	3	8	12	16
15/11/2023	07	9	12	16	34	5
15/11/2023	08	10	26	18	57	7
15/11/2023	09	9	25	18	56	11
15/11/2023	10	8	10	12	28	20
15/11/2023	11	8	7	10	21	29
15/11/2023	12	6	5	10	18	42
15/11/2023	13	6	4	8	14	50
15/11/2023	14	7	6	13	22	41
15/11/2023	15	7	5	12	19	45
15/11/2023	16	4	3	11	16	46
15/11/2023	17	3	3	11	16	50
15/11/2023	18	3	3	14	18	36
15/11/2023	19	4	3	12	16	37
15/11/2023	20	3	3	15	19	23
15/11/2023	21	4	3	18	23	10
15/11/2023	22	5	3	16	22	13
15/11/2023	23	4	3	12	16	28
16/11/2023	00	5	6	15	24	12
16/11/2023	01	4	3	11	15	15
16/11/2023	02	3	3	8	12	23
16/11/2023	03	3	3	7	11	22
16/11/2023	04	3	3	5	9	27
16/11/2023	05	3	3	7	11	21
16/11/2023	06	3	4	12	17	8
16/11/2023	07	3	15	13	35	5
16/11/2023	08	5	34	16	69	7
16/11/2023	09	6	29	20	63	10
16/11/2023	10	5	15	15	38	18
16/11/2023	11	3	8	12	24	26
16/11/2023	12	4	18	17	45	24
16/11/2023	13	3	26	24	64	17
16/11/2023	14	3	8	17	29	45
16/11/2023	15	3	3	7	11	75
16/11/2023	16	3	3	6	10	76
16/11/2023	17	5	3	10	14	61
16/11/2023	18	6	3	13	17	50
16/11/2023	19	6	3	17	21	35
16/11/2023	20	6	3	18	23	26
16/11/2023	21	6	4	25	31	9
16/11/2023	22	7	13	25	44	6
16/11/2023	23	7	21	24	56	7
17/11/2023	00	7	16	21	46	7
17/11/2023	01	6	11	19	35	7
17/11/2023	02	6	5	16	23	7
17/11/2023	03	5	3	9	14	15
17/11/2023	04	5	3	8	12	15
17/11/2023	05	6	4	11	16	8
17/11/2023	06	6	5	12	19	6
17/11/2023	07	6	13	14	35	5
17/11/2023	08	6	20	15	45	7
17/11/2023	09	6	12	13	32	12
17/11/2023	10	5	9	11	24	22
17/11/2023	11	5	4	8	14	37
17/11/2023	12	3	6	11	20	37
17/11/2023	13	3	6	12	20	43
17/11/2023	14	4	6	11	19	50
17/11/2023	15	4	5	13	21	48
17/11/2023	16	3	8	20	32	32
17/11/2023	17	3	3	13	18	40
17/11/2023	18	5	2	13	16	41
17/11/2023	19	5	3	18	23	26
17/11/2023	20	5	3	19	24	16
17/11/2023	21	6	3	19	23	12
17/11/2023	22	5	3	17	22	9
17/11/2023	23	4	3	18	22	9
18/11/2023	00	5	6	18	27	9
18/11/2023	01	4	7	18	29	6
18/11/2023	02	4	3	14	19	12
18/11/2023	03	4	3	9	13	21
18/11/2023	04	4	3	6	10	24
18/11/2023	05	3	3	5	9	26
18/11/2023	06	3	3	8	12	16
18/11/2023	07	4	3	7	11	19
18/11/2023	08	4	4	8	14	18
18/11/2023	09	4	5	8	16	23
18/11/2023	10	4	4	6	12	39
18/11/2023	11	3	4	7	14	51
18/11/2023	12	3	3	6	12	65
18/11/2023	13	3	3	6	11	71
18/11/2023	14	3	3	6	11	73
18/11/2023	15	3	3	5	9	80
18/11/2023	16	3	3	8	12	74
18/11/2023	17	3	3	11	16	57
18/11/2023	18	4	2	14	18	36
18/11/2023	19	4	3	9	12	52
18/11/2023	20	4	3	8	13	44
18/11/2023	21	4	3	9	13	31
18/11/2023	22	4	2	11	14	24
18/11/2023	23	4	7	16	28	10
19/11/2023	00	4	4	16	23	9
19/11/2023	01	4	4	16	22	9
19/11/2023	02	4	3	12	17	12
19/11/2023	03	3	3	9	14	10
19/11/2023	04	3	3	9	13	10
19/11/2023	05	4	3	6	10	20
19/11/2023	06	4	3	6	10	15
19/11/2023	07	5	4	9	15	10
19/11/2023	08	6	6	11	20	9
19/11/2023	09	6	5	9	17	22
19/11/2023	10	4	5	7	13	34
19/11/2023	11	4	4	5	11	47
19/11/2023	12	3	5	9	16	45
19/11/2023	13	3	4	9	16	45
19/11/2023	14	3	4	9	15	52
19/11/2023	15	3	3	6	11	70
19/11/2023	16	3	3	6	10	73
19/11/2023	17	4	3	5	9	80
19/11/2023	18	6	3	6	10	66
19/11/2023	19	5	3	5	9	60
19/11/2023	20	5	3	6	10	52
19/11/2023	21	5	3	11	15	30
19/11/2023	22	5	2	9	13	37
19/11/2023	23	5	3	5	9	63
20/11/2023	00	4	3	6	10	53
20/11/2023	01	5	3	4	8	61
20/11/2023	02	4	3	5	9	53
20/11/2023	03	4	3	4	8	50
20/11/2023	04	4	3	5	9	38
20/11/2023	05	3	2	9	12	15
20/11/2023	06	4	4	12	18	11
20/11/2023	07	5	9	14	28	7
20/11/2023	08	3	7	16	26	15
20/11/2023	09	3	12	16	35	17
20/11/2023	10	3	10	15	31	29
20/11/2023	11	4	7	14	24	37
20/11/2023	12	3	5	12	19	50
20/11/2023	13	3	4	11	18	64
20/11/2023	14	4	3	7	11	79
20/11/2023	15	4	3	7	12	71
20/11/2023	16	4	3	6	10	77
20/11/2023	17	4	3	17	22	39
20/11/2023	18	5	3	22	27	14
20/11/2023	19	4	3	17	21	22
20/11/2023	20	4	3	12	16	30
20/11/2023	21	4	8	22	34	9
20/11/2023	22	5	12	22	40	8
20/11/2023	23	5	9	21	34	7
21/11/2023	00	3	3	13	17	14
21/11/2023	01	4	3	9	14	18
21/11/2023	02	3	3	8	12	24
21/11/2023	03	4	3	6	10	24
21/11/2023	04	4	3	6	11	18
21/11/2023	05	4	3	7	11	15
21/11/2023	06	3	3	7	11	22
21/11/2023	07	3	3	6	10	51
21/11/2023	08	4	4	13	19	34
21/11/2023	09	3	4	10	16	47
21/11/2023	10	4	3	5	10	62
21/11/2023	11	5	3	4	10	64
21/11/2023	12	3	3	4	9	65
21/11/2023	13	3	3	3	8	66
21/11/2023	14	3	3	3	8	66
21/11/2023	15	3	3	3	8	67
21/11/2023	16	4	3	4	8	66
21/11/2023	17	5	3	5	9	60
21/11/2023	18	6	3	6	10	57
21/11/2023	19	6	3	7	12	49
21/11/2023	20	6	3	4	8	59
21/11/2023	21	6	3	3	8	62
21/11/2023	22	6	2	3	7	63
21/11/2023	23	6	3	3	7	66
22/11/2023	00	6	3	3	7	69
22/11/2023	01	6	3	3	7	67
22/11/2023	02	4	2	3	6	70
22/11/2023	03	5	3	3	7	72
22/11/2023	04	4	3	3	7	72
22/11/2023	05	6	3	3	7	67
22/11/2023	06	4	3	6	10	56
22/11/2023	07	5	3	11	16	40
22/11/2023	08	3	6	18	28	21
22/11/2023	09	3	4	10	16	43
22/11/2023	10	4	4	5	11	59
22/11/2023	12	4	3	4	9	72
22/11/2023	13	4	3	3	8	76
22/11/2023	14	3	3	4	8	78
22/11/2023	15	4	4	11	16	59
22/11/2023	16	3	3	7	11	72
22/11/2023	17	4	3	7	11	67
22/11/2023	18	5	2	7	11	61
22/11/2023	19	5	3	15	19	37
22/11/2023	20	5	3	12	16	39
22/11/2023	21	5	3	11	15	41
22/11/2023	22	5	2	5	9	61
22/11/2023	23	4	3	4	9	62
23/11/2023	00	6	3	6	10	50
23/11/2023	01	6	3	4	8	55
23/11/2023	02	6	3	3	7	57
23/11/2023	03	6	3	3	7	58
23/11/2023	04	6	3	3	7	59
23/11/2023	05	6	3	4	7	55
23/11/2023	06	6	3	6	11	43
23/11/2023	07	7	4	15	22	17
23/11/2023	08	9	12	19	38	9
23/11/2023	09	8	8	13	24	26
23/11/2023	10	7	4	8	14	42
23/11/2023	11	4	4	6	12	53
23/11/2023	12	3	3	5	10	67
23/11/2023	13	3	3	5	10	72
23/11/2023	14	3	3	7	11	72
23/11/2023	15	3	4	10	16	64
23/11/2023	16	3	3	11	16	57
23/11/2023	17	5	5	21	27	31
23/11/2023	18	6	9	28	41	6
23/11/2023	19	5	14	29	50	7
23/11/2023	20	6	20	26	56	7
23/11/2023	21	6	13	23	43	7
23/11/2023	22	7	13	22	42	7
23/11/2023	23	8	16	21	45	7
24/11/2023	00	8	4	14	21	15
24/11/2023	01	8	3	9	13	30
24/11/2023	02	8	3	9	13	26
24/11/2023	03	9	3	10	14	23
24/11/2023	04	10	3	8	12	30
24/11/2023	05	10	3	9	14	25
24/11/2023	06	10	4	16	22	9
24/11/2023	07	12	13	19	39	5
24/11/2023	08	12	16	20	44	8
24/11/2023	09	11	10	16	31	19
24/11/2023	10	8	7	11	22	30
24/11/2023	11	5	4	8	14	48
24/11/2023	12	3	4	8	14	54
24/11/2023	13	3	4	6	11	61
24/11/2023	14	3	3	7	12	62
24/11/2023	15	3	3	8	13	60
24/11/2023	16	3	3	10	15	50
24/11/2023	17	4	5	19	26	24
24/11/2023	18	6	5	21	28	15
24/11/2023	19	6	6	22	31	12
24/11/2023	20	6	5	20	28	13
24/11/2023	21	6	3	12	16	34
24/11/2023	22	6	3	13	17	28
24/11/2023	23	5	2	15	19	19
25/11/2023	00	5	3	11	16	23
25/11/2023	01	5	3	11	16	23
25/11/2023	02	5	3	8	12	25
25/11/2023	03	6	3	10	14	21
25/11/2023	04	6	3	9	14	16
25/11/2023	05	7	3	9	13	18
25/11/2023	06	7	3	8	13	24
25/11/2023	07	8	3	11	15	15
25/11/2023	08	9	6	12	21	11
25/11/2023	09	10	8	12	24	19
25/11/2023	10	7	8	12	24	27
25/11/2023	11	7	5	10	18	38
25/11/2023	12	6	4	8	14	46
25/11/2023	13	5	4	5	11	54
25/11/2023	14	4	3	4	9	60
25/11/2023	15	4	3	3	8	71
25/11/2023	16	4	3	3	7	74
25/11/2023	17	4	2	4	7	71
25/11/2023	18	5	2	4	8	64
25/11/2023	19	5	3	7	11	47
25/11/2023	20	4	3	13	17	23
25/11/2023	21	5	10	22	36	7
25/11/2023	22	6	11	19	37	7
25/11/2023	23	5	8	16	29	8
26/11/2023	00	6	5	14	21	10
26/11/2023	01	6	3	11	16	13
26/11/2023	02	6	3	6	11	23
26/11/2023	03	7	3	6	10	24
26/11/2023	04	6	3	4	8	29
26/11/2023	05	6	2	4	7	28
26/11/2023	06	6	2	4	8	30
26/11/2023	07	6	3	5	9	26
26/11/2023	08	6	3	5	10	25
26/11/2023	09	7	3	4	9	32
26/11/2023	10	6	4	4	10	40
26/11/2023	11	5	3	6	11	47
26/11/2023	12	4	3	4	9	67
26/11/2023	13	3	3	4	9	63
26/11/2023	14	4	3	6	10	65
26/11/2023	15	4	3	8	13	61
26/11/2023	16	4	3	5	9	70
26/11/2023	17	4	3	4	8	71
26/11/2023	18	4	3	6	9	60
26/11/2023	19	4	2	7	11	52
26/11/2023	20	4	3	10	14	35
26/11/2023	21	4	3	10	14	27
26/11/2023	22	4	5	17	24	11
26/11/2023	23	3	3	15	20	13
27/11/2023	00	3	3	10	14	18
27/11/2023	01	4	3	7	11	23
27/11/2023	02	4	3	6	10	25
27/11/2023	03	4	2	5	9	25
27/11/2023	04	5	3	5	9	26
27/11/2023	05	6	2	5	9	18
27/11/2023	06	6	3	7	11	11
27/11/2023	07	8	17	10	37	6
27/11/2023	08	8	26	13	52	8
27/11/2023	09	9	27	18	58	9
27/11/2023	10	6	13	15	35	17
27/11/2023	11	4	6	10	20	32
27/11/2023	12	3	4	7	13	53
27/11/2023	13	3	4	7	12	60
27/11/2023	14	3	3	5	9	70
27/11/2023	15	3	3	5	9	68
27/11/2023	16	4	3	8	12	58
27/11/2023	17	6	3	9	13	56
27/11/2023	18	6	2	11	15	48
27/11/2023	19	6	3	9	13	54
27/11/2023	20	6	3	8	12	54
27/11/2023	21	6	3	5	10	62
27/11/2023	22	6	3	5	9	59
27/11/2023	23	6	3	4	8	61
28/11/2023	00	6	3	4	8	59
28/11/2023	01	6	3	4	8	53
28/11/2023	02	5	3	3	7	53
28/11/2023	03	5	2	3	6	50
28/11/2023	04	4	2	3	7	49
28/11/2023	05	3	3	3	7	47
28/11/2023	06	3	2	4	7	43
28/11/2023	07	4	3	7	11	32
28/11/2023	08	6	3	6	11	33
28/11/2023	09	4	3	7	11	34
28/11/2023	10	3	3	5	10	43
28/11/2023	11	5	3	6	11	43
28/11/2023	12	6	3	5	10	45
28/11/2023	13	6	3	5	9	51
28/11/2023	14	6	3	4	8	56
28/11/2023	15	6	3	4	8	58
28/11/2023	16	4	3	5	9	53
28/11/2023	17	4	3	9	14	38
28/11/2023	18	5	3	10	14	35
28/11/2023	19	5	3	11	15	30
28/11/2023	20	5	3	7	11	43
28/11/2023	21	4	3	8	12	41
28/11/2023	22	5	3	5	9	49
28/11/2023	23	5	3	4	8	55
29/11/2023	00	4	3	3	7	57
29/11/2023	01	4	3	3	7	54
29/11/2023	02	5	3	4	9	47
29/11/2023	03	5	2	4	7	45
29/11/2023	04	5	3	3	7	47
29/11/2023	05	4	3	5	9	35
29/11/2023	06	4	3	9	14	19
29/11/2023	07	4	3	9	13	28
29/11/2023	08	3	4	9	15	27
29/11/2023	10	6	5	13	20	40
29/11/2023	11	3	5	9	16	47
29/11/2023	12	4	4	8	14	54
29/11/2023	13	4	4	8	14	60
29/11/2023	14	3	3	9	14	62
29/11/2023	15	4	3	13	18	55
29/11/2023	16	5	4	24	30	40
29/11/2023	17	6	9	45	58	16
29/11/2023	18	5	3	21	26	49
29/11/2023	19	5	4	30	36	36
29/11/2023	20	6	18	56	84	6
29/11/2023	21	5	7	44	54	15
29/11/2023	22	6	3	28	33	28
29/11/2023	23	5	5	21	28	34
30/11/2023	00	5	3	7	11	52
30/11/2023	01	5	3	5	9	55
30/11/2023	02	6	3	4	8	57
30/11/2023	03	6	3	4	8	56
30/11/2023	04	6	3	3	8	57
30/11/2023	05	5	3	4	9	60
30/11/2023	06	3	3	8	11	61
30/11/2023	07	3	3	20	24	46
30/11/2023	08	3	4	18	24	47
30/11/2023	09	5	8	29	41	35
30/11/2023	10	5	6	15	24	45
30/11/2023	11	5	5	13	20	50
30/11/2023	12	4	4	14	20	48
30/11/2023	13	5	14	36	57	25
30/11/2023	14	4	3	12	17	59
30/11/2023	15	5	4	10	15	60
30/11/2023	16	4	3	12	17	57
30/11/2023	17	4	4	25	31	45
30/11/2023	18	4	4	29	34	39
30/11/2023	19	4	3	26	31	39
30/11/2023	20	4	3	15	20	51
30/11/2023	21	4	3	10	14	56
30/11/2023	22	4	3	11	15	58
30/11/2023	23	4	3	7	12	63
01/12/2023	00	4	3	6	10	64
01/12/2023	01	3	3	7	11	63
01/12/2023	02	4	3	4	8	69
01/12/2023	03	4	3	6	10	63
01/12/2023	04	3	3	11	15	50
01/12/2023	05	4	3	22	26	31
01/12/2023	06	5	6	31	41	25
01/12/2023	07	5	23	51	87	5
01/12/2023	08	6	68	60	165	2
01/12/2023	09	4	6	28	37	42
01/12/2023	10	3	3	14	19	62
01/12/2023	11	3	3	13	18	66
01/12/2023	12	3	3	12	18	64
01/12/2023	13	3	3	10	15	68
01/12/2023	14	4	4	9	14	77
01/12/2023	15	4	4	11	16	74
01/12/2023	16	4	3	11	16	72
01/12/2023	17	3	3	13	18	69
01/12/2023	18	3	3	17	22	61
01/12/2023	19	3	3	18	22	57
01/12/2023	20	3	3	17	21	55
01/12/2023	21	3	3	19	24	51
