FECHA	HORA	SO2	NO	NO2	NOx	O3
01/10/2023	11	3	5	15	22	61
01/10/2023	12	3	7	18	29	50
01/10/2023	13	3	7	18	28	52
01/10/2023	14	3	3	5	9	93
01/10/2023	15	3	3	3	7	99
01/10/2023	16	3	3	3	7	89
01/10/2023	17	3	3	3	7	95
01/10/2023	18	3	3	4	8	92
01/10/2023	19	3	3	4	8	91
01/10/2023	20	3	2	5	9	83
01/10/2023	21	3	2	8	12	77
01/10/2023	22	3	2	9	13	71
01/10/2023	23	3	3	6	10	75
02/10/2023	00	3	2	8	12	48
02/10/2023	01	3	2	5	9	64
02/10/2023	02	3	3	5	8	60
02/10/2023	03	3	2	8	11	31
02/10/2023	04	4	2	7	11	21
02/10/2023	05	5	3	11	16	17
02/10/2023	06	4	8	20	31	3
02/10/2023	07	4	13	24	43	3
02/10/2023	08	4	12	21	40	13
02/10/2023	09	5	6	14	23	40
02/10/2023	10	3	3	8	13	66
02/10/2023	11	3	3	6	11	76
02/10/2023	12	3	3	4	8	91
02/10/2023	13	3	3	4	9	93
02/10/2023	14	3	3	3	8	89
02/10/2023	15	3	3	4	8	89
02/10/2023	16	3	3	4	9	89
02/10/2023	17	3	3	5	8	88
02/10/2023	18	3	2	4	8	87
02/10/2023	19	3	2	5	9	79
02/10/2023	20	3	3	5	9	78
02/10/2023	21	3	3	5	9	78
02/10/2023	22	3	2	5	9	68
02/10/2023	23	3	2	7	10	49
03/10/2023	00	3	2	9	13	32
03/10/2023	01	3	2	7	11	30
03/10/2023	02	3	3	5	9	31
03/10/2023	03	3	2	5	9	33
03/10/2023	04	3	3	6	9	30
03/10/2023	05	3	3	9	13	21
03/10/2023	06	4	7	18	28	4
03/10/2023	07	5	15	20	43	3
03/10/2023	08	5	15	19	42	8
03/10/2023	09	4	9	17	31	25
03/10/2023	10	3	4	10	16	59
03/10/2023	11	3	3	8	13	71
03/10/2023	12	3	3	9	13	75
03/10/2023	13	3	3	7	11	82
03/10/2023	14	3	3	5	10	90
03/10/2023	15	3	3	4	8	100
03/10/2023	16	3	3	4	8	101
03/10/2023	17	3	3	4	8	99
03/10/2023	18	3	3	4	8	92
03/10/2023	19	3	3	5	8	82
03/10/2023	20	3	2	6	9	79
03/10/2023	21	3	3	5	9	76
03/10/2023	22	3	3	6	10	65
03/10/2023	23	3	3	6	10	60
04/10/2023	00	3	2	5	9	54
04/10/2023	01	3	3	6	9	42
04/10/2023	02	3	3	5	9	33
04/10/2023	03	3	3	4	8	37
04/10/2023	04	3	3	6	9	25
04/10/2023	05	3	3	12	16	12
04/10/2023	06	3	6	20	29	5
04/10/2023	07	3	14	24	45	4
04/10/2023	08	3	13	23	43	13
04/10/2023	09	3	4	12	19	49
04/10/2023	10	3	3	7	12	68
04/10/2023	11	3	4	10	16	68
04/10/2023	12	3	4	14	20	70
04/10/2023	13	3	4	10	15	81
04/10/2023	14	3	3	6	11	76
04/10/2023	15	3	3	6	11	79
04/10/2023	16	3	3	9	13	79
04/10/2023	17	3	3	12	16	71
04/10/2023	18	3	3	16	20	57
04/10/2023	19	3	3	22	26	41
04/10/2023	20	3	2	16	20	53
04/10/2023	21	3	3	10	14	60
04/10/2023	22	4	2	10	14	44
04/10/2023	23	3	2	6	10	46
05/10/2023	00	4	3	6	10	44
05/10/2023	01	3	2	7	11	30
05/10/2023	02	3	3	5	9	32
05/10/2023	03	3	2	6	10	26
05/10/2023	04	3	3	10	14	20
05/10/2023	05	3	4	17	22	5
05/10/2023	06	3	8	20	33	2
05/10/2023	07	5	18	20	48	3
05/10/2023	08	5	17	23	49	7
05/10/2023	09	4	11	24	40	22
05/10/2023	10	3	5	13	21	53
05/10/2023	11	3	6	16	25	52
05/10/2023	12	3	6	18	27	55
05/10/2023	13	3	5	14	21	66
05/10/2023	14	3	3	5	10	91
05/10/2023	15	3	3	4	8	92
05/10/2023	16	3	3	5	9	93
05/10/2023	17	3	3	5	9	84
05/10/2023	18	3	2	5	9	82
05/10/2023	19	3	2	6	10	68
05/10/2023	20	3	3	4	8	68
05/10/2023	21	3	3	6	10	62
05/10/2023	22	3	2	8	12	50
05/10/2023	23	3	2	6	10	54
06/10/2023	00	3	2	5	9	50
06/10/2023	01	3	2	7	10	39
06/10/2023	02	3	3	6	10	34
06/10/2023	03	3	3	9	13	25
06/10/2023	04	4	2	13	17	17
06/10/2023	05	3	3	14	19	13
06/10/2023	06	3	12	18	36	2
06/10/2023	07	5	21	19	52	2
06/10/2023	08	5	20	20	51	7
06/10/2023	09	5	12	18	35	21
06/10/2023	10	3	6	14	22	47
06/10/2023	11	3	6	17	26	53
06/10/2023	12	3	5	16	23	64
06/10/2023	13	3	5	15	22	67
06/10/2023	14	3	4	12	18	76
06/10/2023	15	3	4	10	16	73
06/10/2023	16	3	3	7	11	80
06/10/2023	17	3	3	7	11	74
06/10/2023	18	3	3	5	9	78
06/10/2023	19	3	2	6	10	68
06/10/2023	20	3	3	7	11	64
06/10/2023	21	4	2	8	12	60
06/10/2023	22	4	2	10	13	51
06/10/2023	23	4	2	8	12	41
07/10/2023	00	3	3	13	16	26
07/10/2023	01	3	3	10	14	23
07/10/2023	02	3	3	8	12	24
07/10/2023	03	3	3	7	11	20
07/10/2023	04	3	3	8	12	17
07/10/2023	05	3	3	8	12	15
07/10/2023	06	4	3	9	13	16
07/10/2023	07	5	3	10	15	16
07/10/2023	08	5	5	10	18	23
07/10/2023	09	5	5	9	17	34
07/10/2023	10	4	3	5	10	65
07/10/2023	11	3	3	6	10	72
07/10/2023	12	3	3	8	13	70
07/10/2023	13	3	3	6	10	78
07/10/2023	14	3	3	3	8	86
07/10/2023	15	3	3	3	7	90
07/10/2023	16	3	3	3	7	93
07/10/2023	17	3	3	4	8	81
07/10/2023	18	3	3	5	9	74
07/10/2023	19	3	3	4	8	71
07/10/2023	20	3	3	6	11	62
07/10/2023	21	4	3	7	11	55
07/10/2023	22	5	3	13	17	34
07/10/2023	23	6	3	13	17	23
08/10/2023	00	6	2	14	17	17
08/10/2023	01	6	3	10	14	19
08/10/2023	02	6	2	8	11	19
08/10/2023	03	6	3	11	15	16
08/10/2023	04	6	3	8	12	16
08/10/2023	05	6	3	7	11	14
08/10/2023	06	6	3	10	14	11
08/10/2023	07	6	3	7	12	12
08/10/2023	08	6	3	7	11	23
08/10/2023	09	5	4	7	12	28
08/10/2023	10	5	3	6	11	44
08/10/2023	11	4	3	3	8	72
08/10/2023	12	4	4	9	15	70
08/10/2023	13	4	3	9	14	69
08/10/2023	14	4	3	6	11	74
08/10/2023	15	3	3	6	10	74
08/10/2023	16	3	3	4	8	79
08/10/2023	17	3	3	4	8	77
08/10/2023	18	3	2	11	15	54
08/10/2023	19	3	3	4	9	64
08/10/2023	20	3	3	4	8	63
08/10/2023	21	3	3	6	10	48
08/10/2023	22	3	2	9	12	35
08/10/2023	23	3	3	10	14	27
09/10/2023	00	3	3	10	15	24
09/10/2023	01	3	3	7	11	25
09/10/2023	02	3	2	5	9	28
09/10/2023	03	4	3	4	8	25
09/10/2023	04	4	3	4	8	24
09/10/2023	05	4	3	4	8	25
09/10/2023	06	4	3	4	9	24
09/10/2023	07	3	3	6	10	20
09/10/2023	08	4	4	5	10	27
09/10/2023	09	3	3	5	10	36
09/10/2023	10	4	3	4	8	64
09/10/2023	11	3	3	4	8	79
09/10/2023	12	3	3	4	8	86
09/10/2023	13	3	3	4	8	89
09/10/2023	14	3	3	6	10	86
09/10/2023	15	3	3	6	10	87
09/10/2023	16	3	3	6	10	85
09/10/2023	17	3	3	11	15	68
09/10/2023	18	3	3	9	12	69
09/10/2023	19	3	2	16	19	52
09/10/2023	20	3	3	13	16	51
09/10/2023	21	4	3	9	13	50
09/10/2023	22	4	2	11	14	40
09/10/2023	23	3	3	14	18	24
10/10/2023	00	4	2	8	12	32
10/10/2023	01	4	3	5	9	37
10/10/2023	02	4	3	4	8	38
10/10/2023	03	4	3	4	8	35
10/10/2023	04	4	3	5	9	33
10/10/2023	05	4	3	8	12	29
10/10/2023	06	5	3	14	20	17
10/10/2023	07	6	6	19	28	9
10/10/2023	08	5	7	15	26	18
10/10/2023	09	5	6	10	18	36
10/10/2023	10	5	5	11	17	52
10/10/2023	11	3	4	9	15	66
10/10/2023	12	3	3	6	10	79
10/10/2023	13	3	3	6	10	82
10/10/2023	14	3	3	6	10	79
10/10/2023	15	3	3	10	15	74
10/10/2023	16	3	3	11	17	69
10/10/2023	17	3	3	11	15	72
10/10/2023	18	3	2	13	17	66
10/10/2023	19	3	3	8	11	70
10/10/2023	20	3	3	5	10	70
10/10/2023	21	4	3	10	14	48
10/10/2023	22	3	3	11	15	41
10/10/2023	23	3	3	15	19	30
11/10/2023	00	3	2	8	12	35
11/10/2023	01	4	2	5	9	36
11/10/2023	02	5	3	4	8	38
11/10/2023	03	5	3	4	8	36
11/10/2023	04	5	2	4	8	36
11/10/2023	05	5	3	7	11	27
11/10/2023	06	5	4	14	20	14
11/10/2023	07	4	7	18	29	7
11/10/2023	08	3	7	13	24	19
11/10/2023	09	3	5	9	17	37
11/10/2023	10	4	6	12	21	46
11/10/2023	11	3	4	10	15	64
11/10/2023	13	3	3	10	15	72
11/10/2023	14	3	3	7	12	75
11/10/2023	15	3	3	6	11	81
11/10/2023	16	3	3	8	12	81
11/10/2023	17	3	3	7	10	93
11/10/2023	18	3	3	5	9	90
11/10/2023	19	3	3	6	10	76
11/10/2023	20	3	3	9	14	61
11/10/2023	21	4	2	11	15	47
11/10/2023	22	4	2	12	16	41
11/10/2023	23	4	3	14	18	31
12/10/2023	00	3	2	9	13	36
12/10/2023	01	4	3	6	10	40
12/10/2023	02	4	3	6	10	38
12/10/2023	03	4	3	5	9	37
12/10/2023	04	4	3	5	9	33
12/10/2023	05	3	3	6	10	31
12/10/2023	06	4	2	7	11	26
12/10/2023	07	5	3	7	11	25
12/10/2023	08	5	4	6	11	30
12/10/2023	09	5	4	7	12	36
12/10/2023	10	4	3	5	10	63
12/10/2023	11	3	3	4	9	79
12/10/2023	12	3	3	8	13	78
12/10/2023	13	3	3	5	9	88
12/10/2023	14	3	4	9	14	77
12/10/2023	15	3	4	11	16	74
12/10/2023	16	3	3	7	11	89
12/10/2023	17	3	3	8	12	86
12/10/2023	18	3	2	12	16	68
12/10/2023	19	3	2	8	12	73
12/10/2023	20	3	3	4	8	79
12/10/2023	21	4	2	8	12	58
12/10/2023	22	4	3	9	13	52
12/10/2023	23	5	2	12	16	37
13/10/2023	00	4	3	10	15	30
13/10/2023	01	4	3	6	10	32
13/10/2023	02	4	3	4	9	37
13/10/2023	03	4	3	4	8	34
13/10/2023	04	4	3	4	8	36
13/10/2023	05	5	3	6	10	31
13/10/2023	06	4	3	12	16	20
13/10/2023	07	4	4	14	20	19
13/10/2023	08	5	4	9	16	30
13/10/2023	09	5	7	13	25	32
13/10/2023	10	4	7	15	26	42
13/10/2023	11	3	3	7	12	70
13/10/2023	12	3	3	5	10	80
13/10/2023	13	3	3	9	14	75
13/10/2023	14	3	3	8	12	79
13/10/2023	15	3	3	8	12	80
13/10/2023	16	3	3	10	15	81
13/10/2023	17	3	3	15	19	69
13/10/2023	18	3	2	7	10	82
13/10/2023	19	3	3	5	9	80
13/10/2023	20	3	2	6	10	72
13/10/2023	21	3	3	6	10	64
13/10/2023	22	3	2	7	11	45
13/10/2023	23	3	3	12	16	34
14/10/2023	00	3	3	20	24	8
14/10/2023	01	3	3	17	21	9
14/10/2023	02	3	3	13	17	12
14/10/2023	03	3	3	11	15	15
14/10/2023	04	3	3	8	12	19
14/10/2023	05	3	3	14	18	6
14/10/2023	06	3	3	13	17	13
14/10/2023	07	3	3	13	18	12
14/10/2023	08	3	5	13	20	20
14/10/2023	09	3	5	14	21	29
14/10/2023	10	3	4	12	18	36
14/10/2023	11	3	5	10	17	39
14/10/2023	12	3	4	9	14	48
14/10/2023	13	3	3	4	8	63
14/10/2023	14	3	3	3	8	73
14/10/2023	15	3	3	4	8	75
14/10/2023	16	3	2	5	9	68
14/10/2023	17	3	3	8	12	60
14/10/2023	18	3	3	9	13	55
14/10/2023	19	3	3	13	17	47
14/10/2023	20	3	3	12	16	47
14/10/2023	21	3	3	6	10	56
14/10/2023	22	3	3	11	15	41
14/10/2023	23	3	3	10	14	36
15/10/2023	00	3	3	7	11	38
15/10/2023	01	3	3	5	9	39
15/10/2023	02	3	2	6	10	40
15/10/2023	03	3	3	7	11	32
15/10/2023	04	3	3	5	9	33
15/10/2023	05	3	3	5	9	30
15/10/2023	06	3	3	6	10	32
15/10/2023	07	3	3	4	9	39
15/10/2023	08	3	3	6	10	36
15/10/2023	09	3	4	5	10	41
15/10/2023	10	3	3	5	9	50
15/10/2023	11	3	3	3	7	73
15/10/2023	12	3	3	3	7	79
15/10/2023	13	3	4	10	15	65
15/10/2023	14	3	3	7	12	72
15/10/2023	15	3	3	9	14	69
15/10/2023	16	3	3	4	8	81
15/10/2023	17	3	2	5	8	81
15/10/2023	18	3	3	5	9	78
15/10/2023	19	3	3	4	8	81
15/10/2023	20	3	3	3	7	85
15/10/2023	21	4	3	4	8	83
15/10/2023	22	5	2	4	8	71
15/10/2023	23	5	3	4	9	55
16/10/2023	00	4	3	3	7	59
16/10/2023	01	4	3	3	7	61
16/10/2023	02	4	3	4	8	56
16/10/2023	03	4	2	4	8	42
16/10/2023	04	5	3	4	8	43
16/10/2023	05	4	3	6	10	39
16/10/2023	06	3	3	15	20	15
16/10/2023	07	3	16	23	47	3
16/10/2023	08	5	11	23	40	7
16/10/2023	09	5	9	21	35	17
16/10/2023	10	4	6	12	21	33
16/10/2023	11	3	3	5	10	57
16/10/2023	12	3	3	4	8	65
16/10/2023	13	3	3	4	9	67
16/10/2023	14	4	3	4	9	64
16/10/2023	15	4	3	4	8	66
16/10/2023	16	4	3	8	12	64
16/10/2023	17	4	3	9	14	71
16/10/2023	18	6	3	10	14	72
16/10/2023	19	6	3	7	10	68
16/10/2023	20	6	3	7	11	66
16/10/2023	21	6	3	6	11	72
16/10/2023	22	7	3	5	9	78
16/10/2023	23	6	3	4	8	78
17/10/2023	00	7	2	4	8	75
17/10/2023	01	6	3	4	8	73
17/10/2023	02	6	3	3	7	62
17/10/2023	03	6	3	5	9	42
17/10/2023	04	7	3	7	11	30
17/10/2023	05	6	2	10	13	21
17/10/2023	06	7	8	17	29	6
17/10/2023	07	7	13	14	33	1
17/10/2023	08	8	29	21	65	5
17/10/2023	09	8	18	17	44	14
17/10/2023	10	6	7	13	24	38
17/10/2023	11	4	3	5	9	73
17/10/2023	12	4	3	5	10	86
17/10/2023	13	4	3	6	10	84
17/10/2023	14	4	3	5	10	81
17/10/2023	15	3	3	6	9	84
17/10/2023	16	3	3	5	9	93
17/10/2023	17	4	3	6	10	85
17/10/2023	18	4	2	6	10	76
17/10/2023	19	6	3	5	9	74
17/10/2023	20	6	3	6	10	66
17/10/2023	21	6	3	7	11	58
17/10/2023	22	6	3	5	9	61
17/10/2023	23	6	3	7	11	49
18/10/2023	00	6	3	6	10	46
18/10/2023	01	6	3	5	9	44
18/10/2023	02	6	3	4	9	43
18/10/2023	03	6	3	6	10	36
18/10/2023	04	6	3	5	9	39
18/10/2023	05	7	3	4	8	52
18/10/2023	06	7	3	8	13	37
18/10/2023	07	6	3	10	15	34
18/10/2023	08					35
18/10/2023	09					47
18/10/2023	10	6	3	4	8	
18/10/2023	11	4	3	3	8	62
18/10/2023	12	5	3	3	8	64
18/10/2023	13	4	3	4	8	65
18/10/2023	14	4	3	4	9	69
18/10/2023	15	4	3	4	9	70
18/10/2023	16	4	3	5	10	63
18/10/2023	17	3	2	6	10	60
18/10/2023	18	3	3	7	11	57
18/10/2023	19	4	3	8	11	53
18/10/2023	20	5	3	8	11	47
18/10/2023	21	6	3	5	10	57
18/10/2023	22	5	3	4	8	74
18/10/2023	23	6	3	3	7	78
19/10/2023	00	6	3	3	7	77
19/10/2023	01	6	3	3	7	76
19/10/2023	02	5	3	3	7	77
19/10/2023	03	4	3	3	7	71
19/10/2023	04	5	3	3	7	68
19/10/2023	05	4	3	4	8	62
19/10/2023	06	6	3	8	12	50
19/10/2023	07	6	3	17	22	29
19/10/2023	08	5	5	17	25	26
19/10/2023	09	5	4	9	15	46
19/10/2023	10	6	4	10	16	50
19/10/2023	11	4	4	8	13	63
19/10/2023	12	3	3	10	15	60
19/10/2023	13	5	4	7	12	63
19/10/2023	14	4	3	5	10	65
19/10/2023	15	3	3	7	11	63
19/10/2023	16	4	3	9	13	57
19/10/2023	17	5	3	11	16	50
19/10/2023	18	6	3	13	17	42
19/10/2023	19	6	3	9	12	51
19/10/2023	20	6	2	9	13	48
19/10/2023	21	6	3	3	7	78
19/10/2023	22	7	3	3	7	85
19/10/2023	23	7	3	3	7	85
20/10/2023	00	7	3	3	7	85
20/10/2023	01	6	3	3	6	84
20/10/2023	02	6	2	3	6	82
20/10/2023	03	7	3	3	7	89
20/10/2023	04	7	2	3	7	87
20/10/2023	05	7	3	3	7	80
20/10/2023	06	6	3	5	8	73
20/10/2023	07	6	3	5	9	69
20/10/2023	08	6	3	4	8	70
20/10/2023	09	6	3	4	9	73
20/10/2023	10	6	3	3	8	77
20/10/2023	11	6	3	4	8	75
20/10/2023	12	7	3	4	8	74
20/10/2023	13	4	3	4	8	74
20/10/2023	14	5	3	4	9	73
20/10/2023	15	5	3	4	8	71
20/10/2023	16	5	3	5	9	70
20/10/2023	17	6	3	6	10	66
20/10/2023	18	6	2	6	9	64
20/10/2023	19	6	3	6	9	63
20/10/2023	20	6	3	5	9	69
20/10/2023	21	6	3	4	8	77
20/10/2023	22	6	2	5	9	72
20/10/2023	23	6	3	4	8	75
21/10/2023	00	6	3	3	7	73
21/10/2023	01	5	2	3	7	69
21/10/2023	02	5	3	3	7	70
21/10/2023	03	4	3	3	7	78
21/10/2023	04	5	3	3	7	74
21/10/2023	05	5	2	3	7	70
21/10/2023	06	6	3	3	7	66
21/10/2023	07	6	2	4	8	63
21/10/2023	08	6	3	5	9	60
21/10/2023	09	6	3	4	9	65
21/10/2023	10	6	3	4	9	63
21/10/2023	11	6	3	4	9	65
21/10/2023	12	6	3	4	8	68
21/10/2023	13	5	3	3	8	74
21/10/2023	14	5	3	3	7	82
21/10/2023	15	4	3	3	7	83
21/10/2023	16	4	3	4	7	82
21/10/2023	17	3	2	4	8	83
21/10/2023	18	4	2	10	14	61
21/10/2023	19	5	3	13	17	49
21/10/2023	20	5	2	11	15	53
21/10/2023	21	5	2	15	18	34
21/10/2023	22	5	3	15	20	27
21/10/2023	23	4	3	20	25	11
22/10/2023	00	5	7	23	34	4
22/10/2023	01	5	3	18	22	11
22/10/2023	02	4	3	7	11	37
22/10/2023	03	3	2	4	8	49
22/10/2023	04	3	2	5	9	40
22/10/2023	05	3	2	4	8	46
22/10/2023	06	3	2	4	8	47
22/10/2023	07	3	3	6	9	39
22/10/2023	08	3	3	4	8	48
22/10/2023	09	4	3	6	11	42
22/10/2023	10	5	3	7	12	47
22/10/2023	11	4	3	4	8	76
22/10/2023	12	4	2	4	7	84
22/10/2023	13	4	2	3	7	89
22/10/2023	14	4	2	3	7	94
22/10/2023	15	4	2	3	6	97
22/10/2023	16	4	2	3	7	96
22/10/2023	17	3	2	3	7	94
22/10/2023	18	3	2	3	7	91
22/10/2023	19	3	3	3	7	86
22/10/2023	20	3	2	3	7	83
22/10/2023	21	3	2	4	8	75
22/10/2023	22	3	2	4	8	72
22/10/2023	23	3	2	4	8	73
23/10/2023	00	3	2	5	8	70
23/10/2023	01	3	2	3	7	76
23/10/2023	02	3	3	4	8	65
23/10/2023	03	3	2	4	7	59
23/10/2023	04	3	2	7	10	45
23/10/2023	05	3	2	9	13	37
23/10/2023	06	3	2	8	11	52
23/10/2023	07	3	4	14	20	44
23/10/2023	08	3	4	13	19	39
23/10/2023	09	3	3	9	14	52
23/10/2023	10	3	3	6	10	68
23/10/2023	11	3	3	5	9	74
23/10/2023	12	3	3	4	9	79
23/10/2023	13	3	3	4	9	83
23/10/2023	14	3	3	5	9	82
23/10/2023	15	3	3	6	10	79
23/10/2023	16	3	3	8	12	79
23/10/2023	17	3	3	8	12	80
23/10/2023	18	3	3	8	12	81
23/10/2023	19	3	2	10	14	69
23/10/2023	20	3	3	11	14	45
23/10/2023	21	3	3	8	11	43
23/10/2023	22	4	3	9	13	38
23/10/2023	23	3	2	7	10	35
24/10/2023	00	3	2	4	8	36
24/10/2023	01	3	3	4	8	45
24/10/2023	02	3	2	4	7	50
24/10/2023	03	3	2	3	6	63
24/10/2023	04	3	2	3	7	63
24/10/2023	05	3	2	4	8	58
24/10/2023	06	3	3	10	14	43
24/10/2023	07	4	3	12	16	38
24/10/2023	08	4	3	10	15	45
24/10/2023	09	3	3	6	11	59
24/10/2023	10	3	3	4	9	65
24/10/2023	11	3	3	4	8	71
24/10/2023	12	3	3	4	8	74
24/10/2023	13	3	3	3	8	79
24/10/2023	14	3	3	3	8	79
24/10/2023	15	3	3	4	8	79
24/10/2023	16	3	3	5	10	73
24/10/2023	17	3	3	7	11	69
24/10/2023	18	3	3	7	11	67
24/10/2023	19	4	3	5	9	68
24/10/2023	20	3	3	6	9	63
24/10/2023	21	3	3	4	8	70
24/10/2023	22	4	2	3	7	73
24/10/2023	23	3	3	3	7	74
25/10/2023	00	3	2	3	7	73
25/10/2023	01	3	3	3	7	69
25/10/2023	02	4	2	3	6	71
25/10/2023	03	4	2	3	7	70
25/10/2023	04	3	2	3	7	68
25/10/2023	05	3	3	4	8	67
25/10/2023	06	3	3	11	15	42
25/10/2023	07	3	5	18	25	19
25/10/2023	08	4	4	11	17	35
25/10/2023	09	3	3	6	11	52
25/10/2023	10	3	3	5	10	60
25/10/2023	11	3	3	3	9	67
25/10/2023	12	3	3	4	8	71
25/10/2023	13	3	3	4	8	70
25/10/2023	14	3	3	4	8	73
25/10/2023	15	3	3	4	8	70
25/10/2023	16	3	3	5	9	71
25/10/2023	17	3	3	5	10	66
25/10/2023	18	3	3	6	10	62
25/10/2023	19	3	3	6	11	57
25/10/2023	20	3	3	6	10	57
25/10/2023	21	4	3	8	12	45
25/10/2023	22	3	2	3	7	62
25/10/2023	23	3	3	3	8	56
26/10/2023	00	3	3	3	7	58
26/10/2023	01	3	2	3	7	59
26/10/2023	02	3	2	3	7	59
26/10/2023	03	3	3	3	7	60
26/10/2023	04	3	3	3	7	55
26/10/2023	05	3	2	4	8	54
26/10/2023	06	3	2	7	10	43
26/10/2023	07	3	3	8	12	42
26/10/2023	08	4	3	6	11	44
26/10/2023	09	3	3	4	8	48
26/10/2023	10	3	3	3	8	47
26/10/2023	11	3	3	4	9	45
26/10/2023	12	3	3	3	8	46
26/10/2023	13	3	3	3	8	45
26/10/2023	14	3	3	4	9	43
26/10/2023	15	3	3	4	9	42
26/10/2023	16	3	3	6	11	36
26/10/2023	17	3	3	5	9	38
26/10/2023	18	4	2	5	8	42
26/10/2023	19	4	3	5	10	40
26/10/2023	20	5	2	3	7	54
26/10/2023	21	6	3	3	7	79
26/10/2023	22	6	3	3	7	75
26/10/2023	23	6	3	3	7	71
27/10/2023	00	5	3	3	6	69
27/10/2023	01	5	2	3	7	73
27/10/2023	02	5	2	3	7	72
27/10/2023	03	6	2	3	7	62
27/10/2023	04	6	3	4	8	63
27/10/2023	05	5	3	5	8	60
27/10/2023	06	4	2	12	16	38
27/10/2023	07	4	4	18	24	21
27/10/2023	08	6	3	13	18	38
27/10/2023	09	5	3	9	13	52
27/10/2023	10	6	11	12	29	49
27/10/2023	11	6	3	5	10	63
27/10/2023	12	5	3	5	9	68
27/10/2023	13	4	3	4	8	75
27/10/2023	14	4	3	4	8	76
27/10/2023	15	4	3	4	8	77
27/10/2023	16	3	3	5	9	73
27/10/2023	17	3	3	6	10	67
27/10/2023	18	4	3	6	10	63
27/10/2023	19	5	3	12	16	46
27/10/2023	20	5	3	12	16	43
27/10/2023	21	5	2	7	10	57
27/10/2023	22	4	2	6	9	63
27/10/2023	23	5	3	4	8	71
28/10/2023	00	4	3	3	7	67
28/10/2023	01	3	3	3	7	67
28/10/2023	02	3	2	3	7	63
28/10/2023	03	4	2	3	7	61
28/10/2023	04	4	3	3	7	59
28/10/2023	05	3	3	3	7	59
28/10/2023	06	3	2	3	7	70
28/10/2023	07	4	3	4	8	64
28/10/2023	08	4	3	4	8	62
28/10/2023	09	4	3	3	8	68
28/10/2023	10	4	3	3	8	72
28/10/2023	11	3	3	3	7	76
28/10/2023	12	3	3	3	7	82
28/10/2023	13	3	3	3	7	85
28/10/2023	14	3	3	3	7	86
28/10/2023	15	3	3	3	7	88
28/10/2023	16	3	3	3	7	84
28/10/2023	17	3	2	4	8	79
28/10/2023	18	4	2	7	11	68
28/10/2023	19	5	3	10	15	56
28/10/2023	20	7	2	11	15	52
28/10/2023	21	7	5	18	25	24
28/10/2023	22	6	2	9	13	49
28/10/2023	23	7	2	7	11	43
29/10/2023	00	6	4	17	24	19
29/10/2023	01	7	3	6	11	51
29/10/2023	02	7	2	6	10	53
29/10/2023	03	6	2	3	7	71
29/10/2023	04	6	2	4	7	63
29/10/2023	05	6	2	3	7	66
29/10/2023	06	6	2	3	7	63
29/10/2023	07	7	3	3	7	66
29/10/2023	08	6	3	3	7	64
29/10/2023	09	6	3	3	7	65
29/10/2023	10	6	2	3	7	73
29/10/2023	11	5	3	3	7	76
29/10/2023	12	3	3	3	7	77
29/10/2023	13	4	3	3	7	78
29/10/2023	14	5	3	3	7	77
29/10/2023	15	4	3	5	9	78
29/10/2023	16	4	3	6	10	74
29/10/2023	17	5	3	8	12	72
29/10/2023	18	6	2	14	18	51
29/10/2023	19	6	5	15	23	40
29/10/2023	20	6	14	28	49	6
29/10/2023	21	7	22	28	61	2
29/10/2023	22	7	4	18	24	16
29/10/2023	23	7	4	17	22	16
30/10/2023	00	6	3	7	11	37
30/10/2023	01	6	2	6	9	37
30/10/2023	02	6	3	4	8	43
30/10/2023	03	5	2	5	9	39
30/10/2023	04	6	2	5	9	40
30/10/2023	05	6	3	6	11	36
30/10/2023	06	5	3	7	11	46
30/10/2023	07	3	3	12	16	42
30/10/2023	08	3	7	23	32	18
30/10/2023	09	6	5	19	27	27
30/10/2023	10	6	4	10	16	55
30/10/2023	11	6	3	5	10	74
30/10/2023	12	5	3	4	8	79
30/10/2023	13	3	3	4	8	77
30/10/2023	14	3	3	4	8	76
30/10/2023	15	4	3	4	8	77
30/10/2023	16	4	3	4	8	75
30/10/2023	17	3	3	5	10	73
30/10/2023	18	5	3	7	11	69
30/10/2023	19	5	2	7	11	71
30/10/2023	20	6	3	6	10	70
30/10/2023	21	6	2	5	9	69
30/10/2023	22	6	3	5	9	64
30/10/2023	23	6	2	3	7	72
31/10/2023	00	5	2	3	7	70
31/10/2023	01	5	2	3	7	68
31/10/2023	02	4	2	3	6	65
31/10/2023	03	4	2	3	7	61
31/10/2023	04	3	3	3	7	56
31/10/2023	05	3	3	4	8	49
31/10/2023	06	3	3	5	9	54
31/10/2023	07	3	5	18	25	13
31/10/2023	08	5	6	17	26	15
31/10/2023	09	6	5	11	19	30
31/10/2023	10	5	5	9	15	42
31/10/2023	11	4	4	9	16	42
31/10/2023	12	5	3	9	15	44
31/10/2023	13	5	4	9	14	48
31/10/2023	14	5	3	11	15	46
31/10/2023	15	5	3	9	13	44
31/10/2023	16	4	7	21	31	14
31/10/2023	17	3	3	17	22	28
31/10/2023	18	3	2	14	17	39
31/10/2023	19	3	2	16	19	28
31/10/2023	20	3	3	16	19	26
31/10/2023	21	3	3	15	19	25
31/10/2023	22	3	3	18	22	14
31/10/2023	23	3	3	18	22	13
01/11/2023	00	3	4	19	25	6
01/11/2023	01	3	3	18	22	8
01/11/2023	02	3	3	14	18	12
01/11/2023	03	3	3	14	18	11
